'9176484'	'16'	0.0344998724758625
'9176484'	'15'	0.0011401914525777102
'9176497'	'9'	1.1259253369644284E-5
'9176484'	'14'	0.11654908210039139
'9176497'	'8'	2.427402650937438E-4
'9176484'	'13'	0.11313433200120926
'9176497'	'7'	6.99967669788748E-4
'9176484'	'12'	0.11313999444246292
'9176497'	'6'	0.08853042125701904
'9176484'	'11'	0.022750526666641235
'9176497'	'5'	0.11521585285663605
'9176484'	'10'	0.013584505766630173
'9176484'	'6'	0.015395448543131351
'9176484'	'5'	0.019493386149406433
'9176484'	'4'	0.02400357648730278
'9176484'	'3'	0.1391768455505371
'9176484'	'2'	0.0037292016204446554
'9176484'	'1'	0.22925685346126556
'9176484'	'0'	0.3026790916919708
'9176484'	'9'	4.245131858624518E-4
'9176484'	'8'	1.003574434434995E-4
'9176484'	'7'	3.246272899559699E-5
'9176486'	'9'	1.934120518853888E-4
'9176486'	'8'	8.12499551102519E-4
'9176486'	'7'	0.0022299676202237606
'9176483'	'16'	0.0213303379714489
'9176486'	'6'	0.05910654738545418
'9176483'	'15'	0.0012088138610124588
'9176486'	'5'	0.10990500450134277
'9176497'	'15'	0.003194627119228244
'9176483'	'3'	0.262707382440567
'9176497'	'14'	0.2155919373035431
'9176483'	'2'	0.01829046756029129
'9176497'	'13'	0.3369746208190918
'9176483'	'1'	0.34233883023262024
'9176497'	'12'	0.33697596192359924
'9176483'	'0'	0.44468021392822266
'9176497'	'11'	0.07409007847309113
'9176497'	'10'	0.05291925370693207
'9176483'	'9'	6.421265425160527E-4
'9176483'	'8'	2.938243269454688E-4
'9176483'	'7'	3.0468282056972384E-4
'9176483'	'6'	0.09212415665388107
'9176483'	'5'	0.10429619997739792
'9176497'	'16'	0.03256871551275253
'9176483'	'4'	0.11097602546215057
'9176497'	'4'	0.12279307842254639
'9176497'	'3'	0.3314199447631836
'9176497'	'2'	0.015114123933017254
'9176497'	'1'	0.39118337631225586
'9176497'	'0'	0.5011107921600342
'9176486'	'15'	0.015195883810520172
'9176486'	'14'	0.13906599581241608
'9176486'	'13'	0.18715699017047882
'9176486'	'12'	0.18696005642414093
'9176486'	'11'	0.016722330823540688
'9176486'	'10'	0.010816583409905434
'9176486'	'16'	0.035051945596933365
'9176483'	'14'	0.16944754123687744
'9176486'	'4'	0.1102340966463089
'9176483'	'13'	0.26805806159973145
'9176486'	'3'	0.30500414967536926
'9176483'	'12'	0.26811307668685913
'9176486'	'2'	0.011664733290672302
'9176483'	'11'	0.06283062696456909
'9176486'	'1'	0.21134164929389954
'9176483'	'10'	0.035193316638469696
'9176486'	'0'	0.3995029926300049
'9176485'	'12'	0.2934727668762207
'9176485'	'11'	0.07424318045377731
'9176485'	'10'	0.14759014546871185
'9176485'	'16'	0.006340610794723034
'9176485'	'15'	0.0032799101900309324
'9176485'	'14'	0.14734123647212982
'9176485'	'13'	0.29336950182914734
'9176485'	'1'	0.32341599464416504
'9176485'	'0'	0.5242664217948914
'9176485'	'9'	1.2463965686038136E-4
'9176485'	'8'	2.3940205574035645E-4
'9176485'	'7'	0.0012226288672536612
'9176485'	'6'	0.22880104184150696
'9176485'	'5'	0.2951402962207794
'9176485'	'4'	0.2951740324497223
'9176485'	'3'	0.40660199522972107
'9176485'	'2'	0.006727544125169516
